**************************************************
CONSULTA
**************************************************
DATOS GENERADOS POR EL EXPLORADOR DE ENERGIAS RENOVABLES
Fuente:Ministerio de Energia - Departamento de Geofisica Universidad de Chile
""
Hora de creacion del archivo:,2024-06-03 19:55:38.893726
""
Tipo de consulta:,SERIES
Periodo Extraidos:,2010-01-01 00:00:00,2010-12-31 23:00:00
Intervalo:,month
Tipical Meteorological Year:,SI,Se ha generado datos para un agno tipico (nominalmente 1990)
""
Numero de sitios solicitados:,1
Numero de variables solicitadas:,1
**************************************************
SITIOS
**************************************************
Nombre,Longitud,Latitud,Altura Terreno (m)
,-70.97197105029976,-30.967211895470523,1415.0
**************************************************
VARIABLES
**************************************************
Aero
Nombre,Potencia Aerogenerador
Unidades,kW
Estadistica,mean
density_correction,True
recon,on
hgt,100
turbine,Siemens SWT-2.3-101
efficiency_factor,1
""
**************************************************
DATOS
**************************************************
Sitio:,
Variable:,Aero
""
FECHA
2010-01-01 00:00:00,59.69915
2010-02-01 00:00:00,51.84426
2010-03-01 00:00:00,24.83845
2010-04-01 00:00:00,8.35022
2010-05-01 00:00:00,17.96507
2010-06-01 00:00:00,177.81813
2010-07-01 00:00:00,112.63574
2010-08-01 00:00:00,84.26367
2010-09-01 00:00:00,64.9069
2010-10-01 00:00:00,43.52076
2010-11-01 00:00:00,92.41145
2010-12-01 00:00:00,73.62504
