Ubicación,Tipo Energía,Subestación,Energía (MWh)
1,1,0,49280.0
2,1,0,49280.0
3,1,0,49280.0
4,2,0,11000.0
5,1,0,49280.0
6,1,0,49280.0
7,1,0,49280.0
8,1,0,49280.0
9,2,0,11000.0
10,1,0,49280.0
11,1,0,49280.0
12,1,0,49280.0
13,1,0,49280.0
15,1,0,49280.0
16,1,0,49280.0
17,1,0,49280.0
18,1,0,49280.0
20,1,0,19800.0
28,2,0,11000.0
61,1,1,49280.0
86,1,1,49280.0
87,1,1,49280.0
88,1,1,49280.0
90,1,1,49280.0
91,1,1,49280.0
92,1,1,49280.0
93,1,1,49280.0
95,1,1,49280.0
96,1,1,49280.0
97,1,1,49280.0
98,1,1,49280.0
100,1,1,49280.0
101,1,1,49280.0
102,1,1,49280.0
103,1,1,49280.0
105,1,1,3520.0
161,1,2,49280.0
191,1,2,49280.0
193,1,2,49280.0
194,1,2,49280.0
195,1,2,49280.0
196,1,2,49280.0
198,1,2,49280.0
199,1,2,49280.0
200,1,2,49280.0
201,1,2,49280.0
202,2,2,52800.0
203,1,2,49280.0
204,1,2,49280.0
205,1,2,49280.0
206,1,2,49280.0
208,1,2,49280.0
291,1,3,49280.0
292,1,3,49280.0
293,1,3,49280.0
294,1,3,49280.0
298,2,3,102700.0
299,1,3,49280.0
300,2,3,102700.0
302,2,3,93800.0
304,1,3,49280.0
307,1,3,49280.0
308,1,3,49280.0
309,1,3,49280.0
310,2,3,49280.0
389,1,4,49280.0
390,1,4,49280.0
391,1,4,49280.0
392,1,4,49280.0
393,2,4,27400.0
395,1,4,49280.0
396,1,4,49280.0
397,1,4,49280.0
398,2,4,27400.0
399,1,4,49280.0
400,1,4,49280.0
401,1,4,49280.0
402,1,4,49280.0
403,2,4,27400.0
404,1,4,49280.0
405,1,4,49280.0
406,1,4,41760.0
408,2,4,27400.0
487,2,5,27400.0
488,1,5,49280.0
489,1,5,49280.0
490,1,5,49280.0
491,1,5,49280.0
492,2,5,27400.0
493,1,5,49280.0
494,2,5,27400.0
495,1,5,49280.0
496,1,5,49280.0
497,1,5,49280.0
498,1,5,49280.0
499,2,5,27400.0
500,1,5,49280.0
501,1,5,49280.0
502,1,5,49280.0
503,1,5,49280.0
505,1,5,41760.0
585,1,6,17240.0
587,1,6,49280.0
588,1,6,49280.0
589,1,6,49280.0
590,1,6,49280.0
591,2,6,4300.0
592,1,6,49280.0
593,1,6,49280.0
594,1,6,49280.0
595,1,6,49280.0
596,2,6,4300.0
597,1,6,49280.0
598,1,6,49280.0
599,1,6,49280.0
600,1,6,49280.0
601,2,6,4300.0
602,2,6,4300.0
603,2,6,4300.0
604,1,6,31520.0
605,2,6,4300.0
606,1,6,31520.0
607,1,6,31520.0
608,1,6,31520.0
609,1,6,31520.0
675,1,7,31520.0
677,1,7,31520.0
678,1,7,31520.0
679,1,7,31520.0
681,2,7,4300.0
682,1,7,31520.0
683,1,7,31520.0
684,2,7,4300.0
685,1,7,31520.0
686,1,7,31520.0
688,2,7,4300.0
689,1,7,31520.0
690,2,7,4300.0
691,1,7,31520.0
692,1,7,31520.0
693,1,7,19740.0
694,1,7,31520.0
695,2,7,4300.0
696,1,7,31520.0
697,2,7,4300.0
698,1,7,31520.0
699,1,7,31520.0
700,1,7,31520.0
701,1,7,31520.0
702,2,7,4300.0
703,1,7,31520.0
704,1,7,31520.0
705,2,7,4300.0
706,1,7,31520.0
707,1,7,31520.0
708,1,7,31520.0
709,1,7,31520.0
710,2,7,4300.0
714,2,7,4300.0
719,2,7,4300.0
791,2,8,61500.0
792,2,8,61500.0
793,2,8,61500.0
794,2,8,61500.0
795,1,8,31520.0
796,2,8,61500.0
797,2,8,61500.0
798,2,8,61500.0
799,2,8,61500.0
801,2,8,61500.0
802,2,8,61500.0
803,2,8,61500.0
804,2,8,61500.0
806,2,8,22480.0
893,2,9,90600.0
894,2,9,90600.0
895,2,9,90600.0
896,2,9,90600.0
898,2,9,90600.0
899,2,9,90600.0
900,2,9,90600.0
901,2,9,90600.0
903,2,9,67200.0
985,2,10,90600.0
987,2,10,90600.0
988,2,10,90600.0
989,2,10,90600.0
990,2,10,90600.0
992,2,10,90600.0
993,2,10,90600.0
994,2,10,90600.0
995,2,10,67200.0
