Ubicación,Tipo Energía,Subestación,Energía (MWh)
1,1,0,44000.0
2,1,0,44000.0
3,1,0,44000.0
4,2,0,8500.0
5,1,0,44000.0
6,1,0,44000.0
7,1,0,44000.0
8,1,0,44000.0
9,2,0,8500.0
10,1,0,44000.0
11,1,0,44000.0
12,1,0,44000.0
13,1,0,44000.0
15,1,0,44000.0
16,1,0,44000.0
17,1,0,44000.0
18,1,0,44000.0
20,1,0,44000.0
21,1,0,44000.0
22,1,0,25700.0
28,2,0,8500.0
61,1,1,44000.0
86,1,1,44000.0
87,1,1,44000.0
88,1,1,44000.0
90,1,1,44000.0
91,1,1,44000.0
92,1,1,44000.0
93,1,1,44000.0
95,1,1,44000.0
96,1,1,44000.0
97,1,1,44000.0
98,1,1,44000.0
100,1,1,44000.0
101,1,1,44000.0
102,1,1,44000.0
103,1,1,44000.0
105,1,1,44000.0
106,1,1,44000.0
107,1,1,7200.0
161,1,2,44000.0
190,2,2,16400.0
191,1,2,44000.0
193,1,2,44000.0
194,1,2,44000.0
195,1,2,44000.0
196,1,2,44000.0
197,2,2,61400.0
198,1,2,44000.0
199,1,2,44000.0
200,1,2,44000.0
201,1,2,44000.0
202,2,2,61400.0
203,1,2,44000.0
204,1,2,44000.0
205,1,2,44000.0
206,1,2,44000.0
208,1,2,44000.0
291,1,3,44000.0
292,1,3,44000.0
293,1,3,44000.0
294,1,3,44000.0
298,2,3,102200.0
299,1,3,44000.0
300,2,3,102200.0
302,2,3,102200.0
303,2,3,52600.0
304,1,3,44000.0
307,1,3,44000.0
308,1,3,44000.0
309,1,3,44000.0
310,2,3,44000.0
389,1,4,44000.0
390,1,4,44000.0
391,1,4,44000.0
392,1,4,44000.0
393,2,4,36300.0
395,1,4,44000.0
396,1,4,44000.0
397,1,4,44000.0
398,2,4,36300.0
399,1,4,44000.0
400,1,4,44000.0
401,1,4,44000.0
402,1,4,44000.0
403,2,4,36300.0
404,1,4,44000.0
405,1,4,44000.0
406,1,4,44000.0
407,1,4,38000.0
408,2,4,36300.0
487,2,5,36300.0
488,1,5,44000.0
489,1,5,44000.0
490,1,5,44000.0
491,1,5,44000.0
492,2,5,36300.0
493,1,5,44000.0
494,2,5,36300.0
495,1,5,44000.0
496,1,5,44000.0
497,1,5,44000.0
498,1,5,44000.0
499,2,5,36300.0
500,1,5,44000.0
501,1,5,44000.0
502,1,5,44000.0
503,1,5,44000.0
505,1,5,44000.0
506,1,5,38000.0
583,1,6,26400.0
584,1,6,44000.0
585,1,6,44000.0
587,1,6,44000.0
588,1,6,44000.0
589,1,6,44000.0
590,1,6,44000.0
591,2,6,6400.0
592,1,6,44000.0
593,1,6,44000.0
594,1,6,44000.0
595,1,6,44000.0
596,2,6,6400.0
597,1,6,44000.0
598,1,6,44000.0
599,1,6,44000.0
600,1,6,44000.0
601,2,6,6400.0
602,2,6,6400.0
603,2,6,6400.0
604,1,6,23680.0
605,2,6,6400.0
606,1,6,23680.0
607,1,6,23680.0
608,1,6,23680.0
609,1,6,23680.0
675,1,7,23680.0
677,1,7,23680.0
678,1,7,23680.0
679,1,7,23680.0
681,2,7,6400.0
682,1,7,23680.0
683,1,7,23680.0
684,2,7,6400.0
685,1,7,23680.0
686,1,7,23680.0
687,1,7,23680.0
688,2,7,6400.0
689,1,7,23680.0
690,2,7,6400.0
691,1,7,23680.0
692,1,7,23680.0
693,1,7,23680.0
694,1,7,23680.0
695,2,7,6400.0
696,1,7,23680.0
697,2,7,6400.0
698,1,7,23680.0
699,1,7,23680.0
700,1,7,23680.0
701,1,7,23680.0
702,2,7,6400.0
703,1,7,23680.0
704,1,7,23680.0
705,2,7,6400.0
706,1,7,23680.0
707,1,7,23680.0
708,1,7,23680.0
709,1,7,23680.0
710,2,7,6400.0
711,1,7,23680.0
712,1,7,23680.0
713,1,7,23680.0
714,2,7,6400.0
715,1,7,23680.0
716,1,7,23680.0
717,1,7,18400.0
719,2,7,6400.0
791,2,8,49600.0
792,2,8,49600.0
793,2,8,49600.0
794,2,8,49600.0
795,1,8,23680.0
796,2,8,49600.0
797,2,8,49600.0
798,2,8,49600.0
799,2,8,49600.0
801,2,8,49600.0
802,2,8,49600.0
803,2,8,49600.0
804,2,8,49600.0
806,2,8,49600.0
807,2,8,49600.0
808,2,8,49600.0
809,2,8,31520.0
893,2,9,61500.0
894,2,9,61500.0
895,2,9,61500.0
896,2,9,61500.0
898,2,9,61500.0
899,2,9,61500.0
900,2,9,61500.0
901,2,9,61500.0
903,2,9,61500.0
904,2,9,61500.0
905,2,9,61500.0
906,2,9,61500.0
908,2,9,61200.0
985,2,10,61500.0
987,2,10,61500.0
988,2,10,61500.0
989,2,10,61500.0
990,2,10,61500.0
992,2,10,61500.0
993,2,10,61500.0
994,2,10,61500.0
995,2,10,61500.0
997,2,10,61500.0
998,2,10,61500.0
999,2,10,61500.0
1000,2,10,61200.0
