Ubicación,Tipo Energía,Subestación,Energía (MWh)
0,1,0,35680.0
1,1,0,35680.0
2,1,0,35680.0
3,1,0,35680.0
4,2,0,3000.0
5,1,0,35680.0
6,1,0,35680.0
7,1,0,35680.0
8,1,0,35680.0
9,2,0,3000.0
10,1,0,35680.0
11,1,0,35680.0
12,1,0,35680.0
13,1,0,35680.0
15,1,0,35680.0
16,1,0,35680.0
17,1,0,35680.0
18,1,0,35680.0
20,1,0,35680.0
21,1,0,35680.0
22,1,0,35680.0
23,1,0,35680.0
25,1,0,35680.0
26,1,0,35680.0
27,1,0,35680.0
28,2,0,1360.0
61,1,1,35680.0
86,1,1,35680.0
87,1,1,35680.0
88,1,1,35680.0
90,1,1,35680.0
91,1,1,35680.0
92,1,1,35680.0
93,1,1,35680.0
95,1,1,35680.0
96,1,1,35680.0
97,1,1,35680.0
98,1,1,35680.0
100,1,1,35680.0
101,1,1,35680.0
102,1,1,35680.0
103,1,1,35680.0
105,1,1,35680.0
106,1,1,35680.0
107,1,1,35680.0
108,1,1,35680.0
110,1,1,35680.0
111,1,1,35680.0
112,1,1,35680.0
113,1,1,7360.0
161,1,2,35680.0
189,2,2,41300.0
190,2,2,41300.0
191,1,2,35680.0
192,2,2,41300.0
193,1,2,35680.0
194,1,2,35680.0
195,1,2,35680.0
196,1,2,35680.0
197,2,2,41300.0
198,1,2,35680.0
199,1,2,35680.0
200,1,2,35680.0
201,1,2,35680.0
202,2,2,41300.0
203,1,2,35680.0
204,1,2,35680.0
205,1,2,35680.0
206,1,2,35680.0
207,2,2,41300.0
208,1,2,35680.0
209,2,2,41300.0
210,2,2,3700.0
291,1,3,35680.0
292,1,3,35680.0
293,1,3,35680.0
294,1,3,35680.0
298,2,3,118100.0
299,1,3,35680.0
300,2,3,118100.0
302,2,3,118100.0
303,2,3,116900.0
304,1,3,35680.0
307,1,3,35680.0
308,1,3,35680.0
309,1,3,35680.0
310,2,3,35680.0
389,1,4,35680.0
390,1,4,35680.0
391,1,4,35680.0
392,1,4,35680.0
393,2,4,46100.0
394,1,4,35680.0
395,1,4,35680.0
396,1,4,35680.0
397,1,4,35680.0
398,2,4,22200.0
399,1,4,35680.0
400,1,4,35680.0
401,1,4,35680.0
402,1,4,35680.0
403,2,4,46100.0
404,1,4,35680.0
405,1,4,35680.0
406,1,4,35680.0
407,1,4,35680.0
409,1,4,35680.0
410,1,4,35680.0
411,1,4,35680.0
412,1,4,35680.0
488,1,5,35680.0
489,1,5,35680.0
490,1,5,35680.0
491,1,5,35680.0
492,2,5,22200.0
493,1,5,35680.0
494,2,5,46100.0
495,1,5,35680.0
496,1,5,35680.0
497,1,5,35680.0
498,1,5,35680.0
499,2,5,46100.0
500,1,5,35680.0
501,1,5,35680.0
502,1,5,35680.0
503,1,5,35680.0
505,1,5,35680.0
506,1,5,35680.0
507,1,5,35680.0
508,1,5,35680.0
510,1,5,35680.0
511,1,5,35680.0
512,1,5,35680.0
579,1,6,35680.0
580,1,6,35680.0
582,1,6,35680.0
583,1,6,35680.0
584,1,6,35680.0
585,1,6,35680.0
587,1,6,35680.0
588,1,6,35680.0
589,1,6,35680.0
590,1,6,35680.0
591,2,6,17700.0
592,1,6,35680.0
593,1,6,35680.0
594,1,6,35680.0
595,1,6,35680.0
596,2,6,17700.0
597,1,6,35680.0
598,1,6,35680.0
599,1,6,35680.0
600,1,6,35680.0
601,2,6,17700.0
602,2,6,17700.0
603,2,6,17700.0
604,1,6,16480.0
605,2,6,17700.0
606,1,6,16480.0
607,1,6,16480.0
608,1,6,16480.0
609,1,6,13640.0
675,1,7,16480.0
677,1,7,16480.0
678,1,7,16480.0
679,1,7,16480.0
680,1,7,16480.0
681,2,7,17700.0
682,1,7,16480.0
683,1,7,16480.0
684,2,7,17700.0
685,1,7,16480.0
686,1,7,16480.0
687,1,7,16480.0
688,2,7,17700.0
689,1,7,16480.0
690,2,7,17700.0
691,1,7,16480.0
692,1,7,16480.0
693,1,7,16480.0
694,1,7,16480.0
695,2,7,17700.0
696,1,7,16480.0
697,2,7,17700.0
698,1,7,16480.0
699,1,7,16480.0
700,1,7,16480.0
701,1,7,16480.0
702,2,7,17700.0
703,1,7,16480.0
704,1,7,16480.0
705,2,7,17700.0
706,1,7,16480.0
707,1,7,16480.0
708,1,7,16480.0
709,1,7,16480.0
710,2,7,17700.0
711,1,7,16480.0
712,1,7,16480.0
713,1,7,16480.0
714,2,7,17700.0
715,1,7,16480.0
716,1,7,16480.0
717,1,7,16480.0
718,1,7,16480.0
719,2,7,17700.0
720,1,7,16480.0
721,1,7,16480.0
722,1,7,16480.0
723,1,7,16480.0
750,2,7,23540.0
791,2,8,110200.0
792,2,8,110200.0
793,2,8,110200.0
794,2,8,110200.0
795,1,8,16480.0
796,2,8,110200.0
797,2,8,110200.0
798,2,8,110200.0
799,2,8,40120.0
893,2,9,151900.0
894,2,9,151900.0
895,2,9,151900.0
896,2,9,151900.0
898,2,9,151900.0
899,2,9,68500.0
985,2,10,151900.0
987,2,10,151900.0
988,2,10,151900.0
989,2,10,151900.0
990,2,10,151900.0
992,2,10,68500.0
