Ubicación,Tipo Energía,Subestación,Energía (MWh)
0,1,0,320000.0
1,1,0,109000.0
2,1,0,320000.0
4,1,1,320000.0
5,1,1,188752.0
7,2,1,240248.0
9,1,2,320000.0
10,1,2,320000.0
11,1,2,109000.0
13,1,3,320000.0
14,1,3,109000.0
16,1,3,320000.0
19,1,4,320000.0
20,1,4,320000.0
21,1,4,109000.0
23,1,5,320000.0
24,1,5,320000.0
25,1,5,109000.0
28,1,6,109000.0
29,1,6,320000.0
30,1,6,320000.0
31,2,7,57530.0
32,2,7,120806.0
33,2,7,112577.0
34,2,7,81149.0
35,2,7,245292.0
36,2,8,36717.0
37,2,7,131646.0
37,2,8,107784.0
38,2,8,286977.0
40,2,8,82108.0
41,2,9,124039.0
42,2,8,235414.0
43,2,9,264746.0
44,2,9,166520.0
45,2,9,50182.0
45,2,10,218409.0
46,2,9,143513.0
47,2,10,248559.0
49,2,10,155619.0
50,2,10,126413.0
